title,score,month,year,ranking,revenue,runtime,vote_count
Lion of the Desert,7.4,4,1981,1460,0,173,34
The Horseman on the Roof,6.7,9,1995,1461,15e6,135,25
Ride with the Devil,6.6,11,1999,1462,635096,138,49
Biutiful,7,10,2010,1463,25147786,148,291
Bandidas,5.8,1,2006,1464,10496317,93,307
Black Water Transit,0,5,2009,1465,0,100,0
The Maze Runner,7,9,2014,1466,348319861,113,5371
Unfinished Business,5,3,2015,1467,14431253,91,320
The Age of Innocence,7,9,1993,1468,32255440,139,169
The Fountain,6.8,9,2006,1469,15304890,96,827
Chill Factor,5.3,9,1999,1470,11263966,101,29
Stolen,5.1,5,2012,1471,2106557,96,344
Ponyo,7.5,7,2008,1472,187479518,100,926
The Longest Ride,7.3,4,2015,1473,63013281,128,1064
The Astronaut's Wife,5.4,8,1999,1474,19598588,109,254
I Dreamed of Africa,5.3,5,2e3,1475,0,114,18
Playing for Keeps,5.4,11,2012,1476,0,106,240
Mandela: Long Walk to Freedom,6.5,12,2013,1477,2733e4,141,224
Reds,7.1,12,1981,1478,40382659,195,67
A Few Good Men,7.1,12,1992,1479,243240178,138,877
Exit Wounds,5.3,3,2001,1480,79958599,101,110
Big Momma's House,5.6,5,2e3,1481,173959438,98,506
Thunder and the House of Magic,6.3,12,2013,1482,0,85,121
The Darkest Hour,4.8,12,2011,1483,64626786,89,469
Step Up Revolution,6.7,7,2012,1484,140470746,99,663
Snakes on a Plane,5.1,8,2006,1485,62022014,105,497
The Watcher,4.9,9,2e3,1486,0,96,110
The Punisher,6.1,4,2004,1487,54700105,124,766
Goal!: The Dream Begins,6.6,6,2005,1488,27610873,118,238
Safe,6.3,4,2012,1489,40346186,94,799
Pushing Tin,5.7,4,1999,1490,0,124,116
Return of the Jedi,7.9,5,1983,1491,5727e5,135,4665
Doomsday,5.8,3,2008,1492,22211426,108,363
The Reader,7.2,12,2008,1493,113019290,124,813
Wanderlust,5.3,2,2012,1494,24159934,98,394
Elf,6.4,10,2003,1495,173398518,97,987
Phenomenon,6.2,7,1996,1496,152036382,123,323
Snow Dogs,5.3,1,2002,1497,0,99,185
Scrooged,6.7,11,1988,1498,60328e3,101,390
Nacho Libre,5.6,6,2006,1499,80197993,92,359
Bridesmaids,6.5,4,2011,1500,288383523,125,1661
This Is the End,6.3,6,2013,1501,126041322,107,2359
Stigmata,6,9,1999,1502,50041732,103,242
Men of Honor,7,9,2e3,1503,48814909,129,544
Takers,6,8,2010,1504,69055695,107,394
The Big Wedding,5.7,4,2013,1505,21819348,90,414
"Big Mommas: Like Father, Like Son",5.3,2,2011,1506,83615414,107,313
Source Code,7.1,3,2011,1507,147332697,93,2699
Alive,6.7,1,1993,1508,36733909,120,374
The Number 23,6.3,2,2007,1509,77566815,101,1018
The Young and Prodigious T.S. Spivet,6.7,10,2013,1510,9494789,105,232
1941,5.6,12,1979,1511,31755742,113,143
Dreamer: Inspired By a True Story,6.3,9,2005,1512,0,106,67
A History of Violence,6.9,9,2005,1513,60740827,96,832
Transporter 2,6.2,8,2005,1514,85167639,87,1061
The Quick and the Dead,6.3,2,1995,1515,18552460,107,427
Laws of Attraction,5.6,4,2004,1516,30016165,90,104
Bringing Out the Dead,6.6,10,1999,1517,0,121,225
Repo Men,6.2,3,2010,1518,18409891,111,620
Dragon Wars: D-War,4,2,2007,1519,53587404,90,104
Bogus,5.4,9,1996,1520,0,110,44
The Incredible Burt Wonderstone,5.3,3,2013,1521,27437881,100,724
Cats Don't Dance,7.1,3,1997,1522,3566637,75,24
Cradle Will Rock,7.2,12,1999,1523,0,132,18
The Good German,5.9,12,2006,1524,5914908,108,86
George and the Dragon,5,3,2004,1525,0,93,13
Apocalypse Now,8,8,1979,1526,89460381,153,2055
Going the Distance,6,9,2010,1527,42045846,102,262
Mr. Holland's Opus,6.9,12,1995,1528,106269971,137,113
Criminal,5.7,4,2016,1529,14708696,113,557
Out of Africa,7,12,1985,1530,128499205,161,279
Flight,6.5,11,2012,1531,161772375,138,2415
Moonraker,5.9,6,1979,1532,210308099,126,541
The Grand Budapest Hotel,8,2,2014,1533,174600318,99,4519
Hearts in Atlantis,6.4,9,2001,1534,24185781,101,131
Arachnophobia,6.2,8,1990,1535,53208180,103,433
Frequency,7,4,2e3,1536,68106245,118,462
Vacation,6.2,7,2015,1537,104384188,99,1195
Get Shorty,6.4,10,1995,1538,115101622,105,302
Chicago,6.9,12,2002,1539,306776732,113,677
Big Daddy,6.1,6,1999,1540,234801895,93,875
American Pie 2,6,8,2001,1541,287553595,108,1344
Toy Story,7.7,10,1995,1542,373554033,81,5269
Speed,6.8,6,1994,1543,350448145,116,1783
The Vow,7,2,2012,1544,196114570,104,1293
Extraordinary Measures,6,1,2010,1545,15134293,105,89
Remember the Titans,7.4,9,2e3,1546,136706683,113,821
The Hunt for Red October,7.2,3,1990,1547,1992e5,134,957
The Butler,7.2,8,2013,1548,115922175,132,1101
DodgeBall: A True Underdog Story,6.2,6,2004,1549,167722310,92,981
The Addams Family,6.7,11,1991,1550,191502426,99,848
Ace Ventura: When Nature Calls,6.1,11,1995,1551,212385533,90,1099
The Princess Diaries,6.5,8,2001,1552,165335153,115,1023
The First Wives Club,6.5,9,1996,1553,1164e5,102,166
Se7en,8.1,9,1995,1554,327311859,127,5765
District 9,7.3,8,2009,1555,210819611,112,3382
The SpongeBob SquarePants Movie,6.7,11,2004,1556,140161792,87,574
Mystic River,7.6,10,2003,1557,156822020,138,1422
Million Dollar Baby,7.7,12,2004,1558,216763646,132,2439
Analyze This,6.4,3,1999,1559,176885658,103,503
The Notebook,7.7,6,2004,1560,115603229,123,3067
27 Dresses,6.1,1,2008,1561,160259319,111,978
Hannah Montana: The Movie,6,4,2009,1562,155545279,102,449
Rugrats in Paris: The Movie,6,9,2e3,1563,103,78,100
The Prince of Tides,5.9,12,1991,1564,74787599,132,56
Legends of the Fall,7.2,12,1994,1565,160638883,133,619
Up in the Air,6.7,9,2009,1566,16367e4,109,1205
About Schmidt,6.7,12,2002,1567,105834556,125,362
Warm Bodies,6.4,1,2013,1568,116980662,97,2652
Looper,6.6,9,2012,1569,47042e3,118,4697
Down to Earth,4.9,2,2001,1570,0,87,95
Babe,6,7,1995,1571,254134910,89,733
Hope Springs,5.8,8,2012,1572,114281051,100,284
Forgetting Sarah Marshall,6.4,4,2008,1573,105173115,111,1172
Four Brothers,6.7,8,2005,1574,92374674,109,607
Baby Mama,5.8,4,2008,1575,63833449,99,205
Hope Floats,5.8,5,1998,1576,0,114,81
Bride Wars,5.9,1,2009,1577,114663461,89,856
Without a Paddle,5.3,8,2004,1578,69631118,95,214
13 Going on 30,6.3,4,2004,1579,96455697,98,1204
Midnight in Paris,7.4,5,2011,1580,151119219,94,1990
The Nut Job,5.5,1,2014,1581,0,85,319
Blow,7.4,4,2001,1582,83282296,124,1317
Message in a Bottle,5.8,2,1999,1583,118880016,131,196
Star Trek V: The Final Frontier,5.6,6,1989,1584,702e5,107,376
Like Mike,5.7,7,2002,1585,0,99,100
The Naked Gun 33⅓: The Final Insult,6.3,3,1994,1586,51132598,83,521
A View to a Kill,6,5,1985,1587,152427960,131,506
The Curse of the Were-Rabbit,6.8,9,2005,1588,192452832,85,643
P.S. I Love You,6.9,11,2007,1589,156835339,126,977
Racing Stripes,5.1,1,2005,1590,93772522,102,123
Atonement,7.4,8,2007,1591,129266061,123,1049
Letters to Juliet,6.6,5,2010,1592,0,105,796
Black Rain,6.2,9,1989,1593,45892212,125,243
The Three Stooges,4.9,4,2012,1594,54819301,92,140
Corpse Bride,7.2,9,2005,1595,117195061,77,1894
Glory Road,7.2,1,2006,1596,42647449,118,144
Sicario,7.2,9,2015,1597,84025816,121,2416
Southpaw,7.3,6,2015,1598,91709827,123,2067
Drag Me to Hell,6.2,3,2009,1599,90810892,99,966
The Age of Adaline,7.4,4,2015,1600,65663276,112,1990
Secondhand Lions,6.9,9,2003,1601,0,111,260
Step Up 3D,6.6,8,2010,1602,159291809,107,582
Blue Crush,5.6,8,2002,1603,51842679,104,159
Stranger Than Fiction,7.1,9,2006,1604,53653224,113,721
30 Days of Night,6.2,10,2007,1605,75505973,113,767
The Cabin in the Woods,6.5,4,2012,1606,66486080,95,2263
Meet the Spartans,3.7,1,2008,1607,84646831,84,359
Midnight Run,7.2,7,1988,1608,38413606,126,238
The Running Man,6.4,11,1987,1609,38122105,101,703
Little Shop of Horrors,6.6,12,1986,1610,38748395,94,384
Hanna,6.5,4,2011,1611,63782078,111,1263
Mortal Kombat: Annihilation,3.8,11,1997,1612,51376861,95,221
Larry Crowne,5.7,6,2011,1613,36160375,98,359
Carrie,5.8,10,2013,1614,82394288,100,1463
Take the Lead,6.6,3,2006,1615,34742066,108,162
Gridiron Gang,6.5,9,2006,1616,41480851,125,206
What's the Worst That Could Happen?,5.1,5,2001,1617,0,94,66
9,6.6,8,2009,1618,48428063,79,1262
Side Effects,6.4,2,2013,1619,63372757,106,1323
The Prince & Me,5.9,3,2004,1620,0,111,278
Winnie the Pooh,6.8,4,2011,1621,1446e4,63,258
Dumb and Dumberer: When Harry Met Lloyd,4.1,6,2003,1622,39267515,85,210
Bulworth,6.3,5,1998,1623,29202884,108,66
Get on Up,6.4,8,2014,1624,31911598,139,158
One True Thing,6.2,9,1998,1625,0,127,27
Virtuosity,5.4,8,1995,1626,24048e3,106,163
My Super Ex-Girlfriend,4.8,6,2006,1627,60896147,95,442
Deliver Us from Evil,5.9,7,2014,1628,0,118,690
Sanctum,5.8,2,2011,1629,108609310,108,339
Little Black Book,5.2,8,2004,1630,22034832,111,112
The Five-Year Engagement,5.7,4,2012,1631,53909751,124,457
Mr. 3000,5,6,2004,1632,21800302,104,66
The Next Three Days,6.9,11,2010,1633,51148651,133,905
Ultraviolet,4.8,3,2006,1634,31070211,87,458
Assault on Precinct 13,6,1,2005,1635,35294470,109,311
The Replacement Killers,6,2,1998,1636,19204929,87,127
Fled,5.2,7,1996,1637,17193231,98,47
Eight Legged Freaks,5.4,7,2002,1638,0,99,295
Love & Other Drugs,6.6,11,2010,1639,102820008,112,1233
88 Minutes,5.7,2,2007,1640,16930884,108,313
North Country,6.8,2,2005,1641,25224242,126,125
The Whole Ten Yards,5.5,4,2004,1642,26155781,98,278
Splice,5.5,10,2009,1643,0,104,671
Howard the Duck,5.1,8,1986,1644,37962774,110,221
Pride and Glory,6.3,9,2008,1645,31148328,130,240
The Cave,5.1,8,2005,1646,15007991,97,202
Alex & Emma,5,6,2003,1647,15368897,96,68
Wicker Park,6.7,9,2004,1648,13001257,114,157
Fright Night,6,8,2011,1649,24922237,106,603
The New World,6.4,12,2005,1650,30536013,135,330
Wing Commander,4,3,1999,1651,0,100,72
In Dreams,5.4,1,1999,1652,0,100,44
Dragonball Evolution,2.9,4,2009,1653,0,85,462
The Last Stand,5.7,1,2013,1654,0,107,1266
Godsend,4.7,4,2004,1655,30114487,102,114
Chasing Liberty,6.1,1,2004,1656,12,111,152
Hoodwinked Too! Hood VS. Evil,4.8,4,2011,1657,13521829,86,131
An Unfinished Life,6.7,9,2005,1658,18618284,108,161
The Imaginarium of Doctor Parnassus,6.3,10,2009,1659,64352607,123,869
Barney's Version,7.2,10,2010,1660,8454301,134,129
Runner Runner,5.5,9,2013,1661,62616646,91,543
Antitrust,5.8,1,2001,1662,18195610,108,153
Glory,7.4,12,1989,1663,26828365,122,383
Once Upon a Time in America,8.2,2,1984,1664,0,229,1069
Dead Man Down,5.9,3,2013,1665,18074539,118,638
The Merchant of Venice,6.7,9,2004,1666,0,138,144
The Good Thief,6,4,2003,1667,0,108,31
Supercross,5.4,8,2005,1668,3102550,80,29
Miss Potter,6.3,12,2006,1669,35078241,92,141
The Promise,5,12,2005,1670,0,98,29
DOA: Dead or Alive,5,9,2006,1671,480314,87,205
The Assassination of Jesse James by the Coward Robert Ford,7,9,2007,1672,14711793,160,776
1911,5,7,2011,1673,108348,125,41
Little Nicholas,5.9,9,2009,1674,0,91,306
Wild Card,5.4,1,2015,1675,0,92,656
Machine Gun Preacher,6.4,9,2011,1676,2527904,129,286
Animals United,5.5,10,2010,1677,0,93,90
Goodbye Bafana,7,2,2007,1678,0,140,38
United Passions,3,6,2014,1679,0,110,16
Grace of Monaco,5.8,5,2014,1680,0,103,195
Savva. Heart of the Warrior,6.4,11,2015,1681,0,85,7
Ripley's Game,6.6,9,2002,1682,0,110,69
Sausage Party,5.6,7,2016,1683,140752617,83,2238
Pitch Perfect 2,6.8,5,2015,1684,287506194,115,1940
Walk the Line,7.3,9,2005,1685,186438883,136,718
Keeping the Faith,5.9,4,2e3,1686,37036004,127,159
The Borrowers,5.8,12,1997,1687,0,86,135
Frost/Nixon,7.2,10,2008,1688,0,122,328
Confessions of a Dangerous Mind,6.6,12,2002,1689,33013805,113,275
Serving Sara,5,8,2002,1690,16930185,100,85
The Boss,5.5,4,2016,1691,78636257,91,431
Cry Freedom,6.9,11,1987,1692,0,157,51
Mumford,6.3,9,1999,1693,0,112,26
Seed of Chucky,4.9,11,2004,1694,24829644,87,287
The Jacket,6.8,3,2005,1695,21126225,103,455
Aladdin,7.4,11,1992,1696,504050219,90,3416
Straight Outta Compton,7.7,8,2015,1697,201634991,147,1355
Indiana Jones and the Temple of Doom,7.1,5,1984,1698,333e6,118,2781
The Rugrats Movie,5.7,11,1998,1699,100491683,79,147
Along Came a Spider,6.1,4,2001,1700,105178561,104,400
Florence Foster Jenkins,6.6,5,2016,1701,48902953,110,392
Once Upon a Time in Mexico,6.2,9,2003,1702,98185582,102,594
Die Hard,7.5,7,1988,1703,140767956,131,3948
Role Models,6.4,2,2008,1704,92380927,99,564
The Big Short,7.3,12,2015,1705,133346506,130,2607
Taking Woodstock,6.2,9,2009,1706,0,120,127
Miracle,7,2,2004,1707,64445708,135,159
Dawn of the Dead,6.8,3,2004,1708,102356381,101,1016
The Wedding Planner,5.5,1,2001,1709,94728529,103,427
Space Pirate Captain Harlock,6.5,9,2013,1710,17137302,115,356
The Royal Tenenbaums,7.4,10,2001,1711,71441250,110,1286
Identity,7.1,4,2003,1712,90259536,90,1061
Last Vegas,6.4,10,2013,1713,134402450,105,799
For Your Eyes Only,6.3,6,1981,1714,195312802,127,490
Serendipity,6.6,10,2001,1715,77516304,90,521
Timecop,5.5,9,1994,1716,101646581,99,282
Zoolander,6.1,9,2001,1717,60780981,89,1337
Safe Haven,6.9,2,2013,1718,97594140,115,823
Hocus Pocus,6.4,7,1993,1719,39514713,96,471
No Reservations,6.1,7,2007,1720,92601050,104,327
Kick-Ass,7.1,3,2010,1721,96188903,117,4645
30 Minutes or Less,5.6,8,2011,1722,40547440,83,531
Dracula 2000,4.6,12,2e3,1723,33000337,99,148
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",6.1,10,2014,1724,100654149,81,493
Pride & Prejudice,7.7,9,2005,1725,121147947,135,1358
Blade Runner,7.9,6,1982,1726,33139618,117,3509
Rob Roy,6.5,4,1995,1727,31596911,139,148
3 Days to Kill,6,2,2014,1728,52597999,113,883
We Own the Night,6.5,5,2007,1729,54926886,117,323
Lost Souls,4.5,10,2e3,1730,0,97,38
Winged Migration,7,12,2001,1731,20217080,98,49
Just My Luck,5.8,5,2006,1732,38159905,103,491
"Mystery, Alaska",6,10,1999,1733,8888143,119,69
The Spy Next Door,5.5,1,2010,1734,45236543,94,345
A Simple Wish,5.5,7,1997,1735,8345056,86,46
Ghosts of Mars,4.8,8,2001,1736,14010832,98,296
Our Brand Is Crisis,5.8,9,2015,1737,7002261,108,195
Pride and Prejudice and Zombies,5.5,2,2016,1738,16374328,108,640
Kundun,6.8,12,1997,1739,5684789,134,91
How to Lose Friends & Alienate People,6.2,10,2008,1740,17286299,110,244
Kick-Ass 2,6.3,7,2013,1741,607e5,103,2224
Alatriste,5.6,9,2006,1742,23321954,145,61
Brick Mansions,5.7,4,2014,1743,68896829,90,615
Octopussy,6.2,6,1983,1744,1875e5,131,527
Knocked Up,6.2,6,2007,1745,219076518,129,1214
My Sister's Keeper,7.1,6,2009,1746,95714875,109,598
Welcome Home Roscoe Jenkins,5.7,2,2008,1747,43650785,114,57
A Passage to India,6.9,12,1984,1748,27187653,163,67
Notes on a Scandal,6.9,12,2006,1749,49469904,92,235
Rendition,6.2,9,2007,1750,24748670,120,205
Star Trek VI: The Undiscovered Country,6.7,12,1991,1751,969e5,113,413
Divine Secrets of the Ya-Ya Sisterhood,5.6,6,2002,1752,0,116,65
Kiss the Girls,6.2,10,1997,1753,60527873,115,345
The Blues Brothers,7.5,6,1980,1754,115229890,133,1065
The Sisterhood of the Traveling Pants 2,6,8,2008,1755,44352417,117,238
Joyful Noise,6.7,1,2012,1756,0,117,33
About a Boy,6.6,4,2002,1757,129e6,101,607
Lake Placid,5.5,7,1999,1758,56870414,82,247
Lucky Number Slevin,7.4,2,2006,1759,56308881,110,1323
The Right Stuff,7.3,10,1983,1760,215e5,193,235
Anonymous,6.3,10,2011,1761,15395087,130,288
The NeverEnding Story,7,4,1984,1762,20158808,102,1002
Dark City,7.2,2,1998,1763,27200316,100,828
The Duchess,6.7,9,2008,1764,0,110,396
Return to Oz,6.7,6,1985,1765,11137801,109,120
The Newton Boys,5.9,3,1998,1766,76e6,113,44
Case 39,6.1,8,2009,1767,29e6,109,563
Suspect Zero,5.5,8,2004,1768,13e6,99,98
Martian Child,6.8,11,2007,1769,0,106,79
Spy Kids: All the Time in the World,4.4,8,2011,1770,85564310,89,222
Money Monster,6.5,5,2016,1771,93282604,98,1068
The 51st State,5.9,12,2001,1772,14,93,173
Flawless,5.9,11,1999,1773,4488529,112,56
Mindhunters,6.3,5,2004,1774,21148829,106,333
What Just Happened,5.2,10,2008,1775,6673422,104,127
The Statement,5.9,12,2003,1776,0,120,23
The Magic Flute,6.9,9,2006,1777,0,133,6
Paul Blart: Mall Cop,5.2,1,2009,1778,183293131,91,788
Freaky Friday,6,8,2003,1779,110230332,97,879
The 40 Year Old Virgin,6.2,8,2005,1780,109449237,116,1983
Shakespeare in Love,6.8,12,1998,1781,289317794,122,796
A Walk Among the Tombstones,6.2,9,2014,1782,53181600,113,1131
Kindergarten Cop,5.8,12,1990,1783,201957688,111,628
Pineapple Express,6.6,8,2008,1784,101624843,111,1148
Ever After: A Cinderella Story,6.8,7,1998,1785,65705772,121,399
Open Range,7,8,2003,1786,68296293,139,262
Flatliners,6.3,8,1990,1787,61489265,115,404
A Bridge Too Far,6.9,6,1977,1788,5075e4,175,207
Red Eye,6.2,8,2005,1789,57891803,85,455
Final Destination 2,5.9,1,2003,1790,90426405,90,1023
"O Brother, Where Art Thou?",7.3,8,2e3,1791,71868327,106,1112
Legion,5.2,1,2010,1792,67918658,100,629
Pain & Gain,6.1,4,2013,1793,86175291,130,1573
In Good Company,5.9,12,2004,1794,0,109,194
Clockstoppers,4.9,3,2002,1795,38793283,94,89
Silverado,7.1,7,1985,1796,0,127,146
Brothers,6.8,1,2009,1797,43318349,104,633
Agent Cody Banks 2: Destination London,5.2,12,2004,1798,28818995,100,144
New Year's Eve,5.7,12,2011,1799,142044638,118,718
Original Sin,5.8,8,2001,1800,35402320,118,198
The Raven,6.1,3,2012,1801,29657751,111,426
Welcome to Mooseport,4.8,2,2004,1802,14e6,110,54
Highlander: The Final Dimension,4.5,11,1994,1803,368e5,99,110
Blood and Wine,5.5,10,1996,1804,0,101,34
Snow White: A Tale of Terror,6,7,1997,1805,0,100,62
The Curse of the Jade Scorpion,6.5,8,2001,1806,0,103,165
Accidental Love,3.9,2,2015,1807,0,100,95
Flipper,5.3,5,1996,1808,20080020,95,84
Self/less,6.3,7,2015,1809,30523226,116,1091
The Constant Gardener,6.8,8,2005,1810,82466670,129,417
The Passion of the Christ,6.9,2,2004,1811,611899420,127,864
Mrs. Doubtfire,7,11,1993,1812,441286195,125,1591
Rain Man,7.6,12,1988,1813,4128e5,133,1709
Gran Torino,7.8,12,2008,1814,269958228,116,3086
W.,6.1,10,2008,1815,29506464,131,143
Taken,7.2,2,2008,1816,226830568,93,4369
The Best of Me,7.2,10,2014,1817,35926213,117,765
The Bodyguard,6.1,11,1992,1818,411006740,129,661
Schindler's List,8.3,11,1993,1819,321365567,195,4329
The Help,7.8,8,2011,1820,124272124,146,1910
The Fifth Estate,5.7,10,2013,1821,8555008,128,364
Scooby-Doo 2: Monsters Unleashed,5.4,3,2004,1822,181466833,93,500
Forbidden Kingdom,4.9,1,2014,1823,0,127,71
Freddy vs. Jason,5.8,8,2003,1824,114908830,97,594
The Face of an Angel,4.7,9,2014,1825,0,100,64
Jimmy Neutron: Boy Genius,5.6,12,2001,1826,80936232,83,231
Cloverfield,6.4,1,2008,1827,170764026,85,2251
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,5.8,3,1991,1828,78e6,88,286
The Untouchables,7.6,6,1987,1829,76270454,119,1384
No Country for Old Men,7.7,11,2007,1830,1716e5,122,3003
Ride Along,6.1,1,2014,1831,153997819,99,853
Bridget Jones's Diary,6.5,4,2001,1832,281929795,97,1356
Chocolat,6.8,12,2e3,1833,152500343,121,951
"Legally Blonde 2: Red, White & Blonde",5.1,7,2003,1834,124914842,95,377
Parental Guidance,5.7,12,2012,1835,119772232,104,210
No Strings Attached,6.1,1,2011,1836,147780440,107,1331
Tombstone,7.4,12,1993,1837,56505065,130,626
Romeo Must Die,6,3,2e3,1838,91036760,115,330
The Omen,7.2,6,1976,1839,60922980,111,476
Final Destination 3,5.8,2,2006,1840,117719158,93,974
The Lucky One,6.8,4,2012,1841,99357138,101,946
Bridge to Terabithia,7,2,2007,1842,137587063,96,1113
Finding Neverland,7.2,10,2004,1843,116766556,106,1223
A Madea Christmas,7,12,2013,1844,0,100,35
The Grey,6.4,1,2012,1845,77278331,117,1451
Hide and Seek,6.1,1,2005,1846,122644820,101,440
Anchorman: The Legend of Ron Burgundy,6.7,7,2004,1847,90574188,94,1493
GoodFellas,8.2,9,1990,1848,46836394,145,3128
Agent Cody Banks,5,3,2003,1849,58795814,102,284
Nanny McPhee,6.4,10,2005,1850,122489822,97,711
Scarface,8,12,1983,1851,65884703,170,2948
Nothing to Lose,6.3,7,1997,1852,0,97,174
The Last Emperor,7.4,10,1987,1853,43984230,163,355
Contraband,6.1,1,2012,1854,631e5,109,770
Money Talks,5.9,8,1997,1855,0,97,87
There Will Be Blood,7.9,12,2007,1856,77208711,158,1537
The Wild Thornberrys Movie,5.8,12,2002,1857,0,85,44
Rugrats Go Wild,5.6,6,2003,1858,0,84,61
Undercover Brother,5.5,5,2002,1859,41604473,86,112
The Sisterhood of the Traveling Pants,6.3,6,2005,1860,39053061,119,386
Kiss of the Dragon,6.4,7,2001,1861,64437847,98,298
The House Bunny,5.6,8,2008,1862,70442940,97,529
Beauty Shop,5.4,6,2005,1863,36351350,105,115
Million Dollar Arm,6.6,5,2014,1864,38307627,124,259
The Giver,6.4,8,2014,1865,66980456,94,1798
What a Girl Wants,5.8,3,2003,1866,0,105,368
Jeepers Creepers 2,5.5,8,2003,1867,63102666,104,299
Good Luck Chuck,5.5,9,2007,1868,59192128,101,444
Cradle 2 the Grave,5.8,2,2003,1869,56489558,101,236
The Hours,7,12,2002,1870,41597830,114,451
She's the Man,6.4,3,2006,1871,33889159,105,671
Mr. Bean's Holiday,6.1,3,2007,1872,229736344,90,663
Anacondas: The Hunt for the Blood Orchid,4.9,8,2004,1873,70992898,97,199
Blood Ties,6,8,2013,1874,2415472,128,171
August Rush,7.1,11,2007,1875,66122026,114,797
Elizabeth,7.1,9,1998,1876,82150642,124,334
Bride of Chucky,5.5,10,1998,1877,50671850,89,350
Tora! Tora! Tora!,6.9,1,1970,1878,29548291,144,147
Spice World,4.7,12,1997,1879,1e8,93,123
The Sitter,5.4,12,2011,1880,34942188,81,325
Dance Flick,4.7,5,2009,1881,0,83,71
The Shawshank Redemption,8.5,9,1994,1882,28341469,142,8205
Crocodile Dundee in Los Angeles,4.7,4,2001,1883,39438674,92,146
Kingpin,6.7,7,1996,1884,25023434,113,244
The Gambler,5.7,12,2014,1885,39171130,111,543
August: Osage County,6.9,12,2013,1886,74188937,121,483
Ice Princess,5.9,3,2005,1887,27645491,98,185
A Lot Like Love,6.5,4,2005,1888,42886719,107,318
Eddie the Eagle,7.2,2,2016,1889,46152800,106,661
He Got Game,6.7,5,1998,1890,21567853,136,134
Don Juan DeMarco,6.2,10,1994,1891,222e5,97,183
Dear John,6.6,2,2010,1892,114977104,115,1262
The Losers,6.2,4,2010,1893,2358e4,97,515
Don't Be Afraid of the Dark,5.4,11,2010,1894,36993168,99,341
War,6,8,2007,1895,40452643,103,414
Punch-Drunk Love,6.9,10,2002,1896,17e6,95,530
EuroTrip,6.5,2,2004,1897,20796847,93,656
Half Past Dead,4.6,11,2002,1898,0,98,82
Unaccompanied Minors,5.4,12,2006,1899,0,90,66
"Bright Lights, Big City",4.7,4,1988,1900,0,107,28
